date,unix,open,high,low,close,volume
2023-05-06 23:00:00,1683414000000,1898.23,1901.78,1895.69,1899.53,8989.738671
2023-05-07 00:00:00,1683417600000,1899.52,1911.58,1895.99,1908.44,26703.95009884
2023-05-07 01:00:00,1683421200000,1908.44,1921.4,1897.98,1903.07,38146.14055158
2023-05-07 02:00:00,1683424800000,1903.06,1907.0,1890.0,1893.86,46682.95232834
2023-05-07 03:00:00,1683428400000,1893.87,1896.45,1889.5,1895.28,11001.78741129
2023-05-07 04:00:00,1683432000000,1895.28,1897.8,1892.67,1897.48,8900.93753949
2023-05-07 05:00:00,1683435600000,1897.47,1905.55,1896.75,1900.9,11841.07768182
2023-05-07 06:00:00,1683439200000,1900.91,1905.82,1899.6,1903.56,8619.97647691
2023-05-07 07:00:00,1683442800000,1903.56,1910.96,1903.56,1907.91,13774.48961624
2023-05-07 08:00:00,1683446400000,1907.91,1918.45,1904.32,1904.33,22470.27888987
2023-05-07 09:00:00,1683450000000,1904.33,1911.67,1901.16,1905.94,11937.47001916
2023-05-07 10:00:00,1683453600000,1905.93,1908.91,1901.52,1907.43,12456.76577161
2023-05-07 11:00:00,1683457200000,1907.43,1909.44,1898.13,1904.25,13910.45705356
2023-05-07 12:00:00,1683460800000,1904.25,1916.54,1904.24,1913.46,15541.61556033
2023-05-07 13:00:00,1683464400000,1913.47,1922.94,1911.51,1915.6,18723.25626156
2023-05-07 14:00:00,1683468000000,1915.6,1935.71,1911.02,1930.4,37409.15384126
2023-05-07 15:00:00,1683471600000,1930.4,1930.89,1917.27,1919.67,18483.96548539
2023-05-07 16:00:00,1683475200000,1919.68,1922.77,1907.54,1917.0,25070.24739342
2023-05-07 17:00:00,1683478800000,1917.0,1925.79,1912.57,1915.17,16582.80648101
2023-05-07 18:00:00,1683482400000,1915.18,1920.09,1912.5,1912.61,9046.53998954
2023-05-07 19:00:00,1683486000000,1912.61,1917.0,1905.56,1915.69,13436.24365655
2023-05-07 20:00:00,1683489600000,1915.7,1920.32,1915.69,1920.32,8332.60817007
2023-05-07 21:00:00,1683493200000,1920.31,1924.0,1909.97,1909.97,8503.18645421
2023-05-07 22:00:00,1683496800000,1909.97,1918.21,1903.78,1910.44,19143.05356424
2023-05-07 23:00:00,1683500400000,1910.44,1916.17,1870.02,1872.74,92954.04116794
2023-05-08 00:00:00,1683504000000,1873.04,1886.88,1863.47,1884.13,57506.93968145
2023-05-08 01:00:00,1683507600000,1884.13,1884.37,1841.08,1855.82,110641.88136662
2023-05-08 02:00:00,1683511200000,1855.82,1862.72,1848.24,1861.86,31135.48860659
2023-05-08 03:00:00,1683514800000,1861.86,1868.59,1850.88,1866.65,28389.62331066
2023-05-08 04:00:00,1683518400000,1866.81,1871.14,1858.71,1860.14,24752.30931095
2023-05-08 05:00:00,1683522000000,1860.14,1870.6,1859.73,1869.08,14869.4974037
2023-05-08 06:00:00,1683525600000,1869.08,1869.08,1860.0,1863.65,9420.02872575
2023-05-08 07:00:00,1683529200000,1863.65,1864.58,1838.55,1852.42,43789.51105411
2023-05-08 08:00:00,1683532800000,1852.42,1856.32,1835.83,1843.44,44923.72691541
2023-05-08 09:00:00,1683536400000,1843.45,1859.28,1840.95,1857.53,24430.281091
2023-05-08 10:00:00,1683540000000,1857.53,1859.99,1854.83,1857.59,14224.64960579
2023-05-08 11:00:00,1683543600000,1857.59,1866.77,1855.26,1863.28,17638.02815938
2023-05-08 12:00:00,1683547200000,1863.27,1863.87,1854.0,1855.34,15931.3074923
2023-05-08 13:00:00,1683550800000,1855.34,1874.61,1853.34,1859.05,28651.90422763
2023-05-08 14:00:00,1683554400000,1859.05,1869.45,1847.33,1868.41,38562.15959815
2023-05-08 15:00:00,1683558000000,1868.41,1876.78,1862.23,1865.38,38306.96827052
2023-05-08 16:00:00,1683561600000,1865.39,1867.03,1857.63,1859.88,16901.58914694
2023-05-08 17:00:00,1683565200000,1859.88,1862.8,1826.25,1826.34,55071.34268316
2023-05-08 18:00:00,1683568800000,1826.34,1834.96,1810.71,1831.11,129107.96264015
2023-05-08 19:00:00,1683572400000,1831.12,1840.45,1827.5,1829.3,27458.06402526
2023-05-08 20:00:00,1683576000000,1829.3,1842.75,1826.94,1840.54,18298.53886706
