date,unix,open,high,low,close,volume
2020-08-18 07:00:00,1597734000000,12278.7,12289.3,12246.5,12284.4,167.04861787
2020-08-18 08:00:00,1597737600000,12283.5,12306.1,12265.5,12265.8,148.14548999
2020-08-18 09:00:00,1597741200000,12265.0,12273.9,12231.3,12235.2,155.73589462
2020-08-18 10:00:00,1597744800000,12234.8,12313.2,12197.9,12295.4,206.57569978
2020-08-18 11:00:00,1597748400000,12293.7,12298.8,12180.4,12189.4,210.59932616
2020-08-18 12:00:00,1597752000000,12188.8,12276.5,12188.8,12275.3,210.06177778
2020-08-18 13:00:00,1597755600000,12275.6,12286.9,12050.0,12186.6,428.75513179
2020-08-18 14:00:00,1597759200000,12192.4,12215.0,11813.2,11964.9,1236.23280922
2020-08-18 15:00:00,1597762800000,11960.0,12059.0,11927.0,11958.1,305.0100219
2020-08-18 16:00:00,1597766400000,11955.7,12037.2,11875.6,12008.9,323.64635186
2020-08-18 17:00:00,1597770000000,12007.9,12067.8,11992.0,12004.0,233.18437171
2020-08-18 18:00:00,1597773600000,12004.7,12036.5,11964.1,11995.4,289.75243865
2020-08-18 19:00:00,1597777200000,11994.8,12048.5,11988.7,11994.3,210.7598844
2020-08-18 20:00:00,1597780800000,11994.3,12050.8,11994.3,12032.3,184.12188536
2020-08-18 21:00:00,1597784400000,12032.8,12096.9,12027.2,12071.5,156.21576672
2020-08-18 22:00:00,1597788000000,12074.6,12095.7,12044.2,12059.9,161.08475246
2020-08-18 23:00:00,1597791600000,12060.1,12060.1,11959.9,11959.9,256.14625098
2020-08-19 00:00:00,1597795200000,11960.5,12013.2,11929.4,11998.3,220.17836216
2020-08-19 01:00:00,1597798800000,11998.7,12035.7,11970.3,11984.0,182.54865531
2020-08-19 02:00:00,1597802400000,11985.5,11987.4,11912.0,11933.6,214.44853336
2020-08-19 03:00:00,1597806000000,11930.3,11960.0,11842.2,11851.5,234.56048047
2020-08-19 04:00:00,1597809600000,11853.2,11884.2,11652.7,11766.7,709.7438532
2020-08-19 05:00:00,1597813200000,11763.5,11796.7,11703.5,11723.5,246.13842997
2020-08-19 06:00:00,1597816800000,11722.1,11752.0,11618.6,11732.6,518.85269765
2020-08-19 07:00:00,1597820400000,11732.0,11822.7,11723.3,11822.0,240.9123786
2020-08-19 08:00:00,1597824000000,11821.7,11842.2,11773.3,11786.7,205.12861029
2020-08-19 09:00:00,1597827600000,11788.1,11852.2,11788.1,11791.5,207.29320058
2020-08-19 10:00:00,1597831200000,11791.0,11806.1,11739.2,11806.1,213.19772384
2020-08-19 11:00:00,1597834800000,11805.9,11870.6,11791.4,11846.1,232.49580138
2020-08-19 12:00:00,1597838400000,11846.8,11864.0,11804.2,11863.3,180.93450184
2020-08-19 13:00:00,1597842000000,11863.3,11921.7,11824.2,11872.5,280.81477896
2020-08-19 14:00:00,1597845600000,11875.8,11886.9,11740.4,11761.2,267.12910813
2020-08-19 15:00:00,1597849200000,11760.2,11777.8,11709.0,11738.9,240.84768914
2020-08-19 16:00:00,1597852800000,11737.8,11796.8,11670.7,11762.8,392.4517873
2020-08-19 17:00:00,1597856400000,11762.8,11793.2,11735.0,11793.2,196.08561622
2020-08-19 18:00:00,1597860000000,11792.6,11794.4,11675.0,11747.3,300.18033286
2020-08-19 19:00:00,1597863600000,11749.0,11764.9,11652.7,11667.9,243.50518602
2020-08-19 20:00:00,1597867200000,11667.6,11727.1,11502.5,11719.6,475.34286762
